Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
237101;;;;АН-2940 (ЛР-193);"мотолодка ""Harber Craff Advent";Рыбопромысловые;КАТЕГОРИЯ 4;Речной регистр;Канада;;;;;;;;;;;01.01.2008;;;5.1;0;2.23;0;0;0;0;0.6;0;;0.76;0.3;;Бензиновый;подвесной мотор Suzuki DT140AT;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237102;;;;(АН-2941) ЛР-194;Harber Craff 1925 Discovry Cla;Рыбопромысловые;КАТЕГОРИЯ 4;Речной регистр;Канада;;;;;;;;;;;01.01.2015;;;5.79;0;2.27;0;0;0;0;0.71;0;;0.81;0.34;;Бензиновый;подвесной мотор Ямаха, F130AET6EML;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237104;;;;АН-2933 (ЛР-196);"мотолодка ""Охотник-790""";Рыбопромысловые;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2016;;;7.8;0;1.5;0;0;0;0;0.6;0;;0.58;0.3;;Бензиновый;подвесной мотор YAMAHA F130AET6EML;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237105;;;;АН-2936 (ЛР-197);"мотолодка ""ЛР-520"", б/п";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2014;;;5.2;0;1.75;0;0;0;0;0.6;0;;0.63;0.3;;Бензиновый;подвесной мотор YAMAHA F70AET6CJL;;;;3;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237109;;;;АН-2946 (ЛР-200);"""Астраханка-876"", б/п";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2017;;;8.76;8.76;1.5;1.5;0;0;0;1.3;1.49;;0.55;0.28;;Бензиновый;Yamaha 9,9 FMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237121;;;;АН-2969 (ЛР-207);"моторная лодка ""РБ-870"", б/п";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2017;;;8.76;0;1.5;0;0;0;0;1.2;0;;0.625;0;;Бензиновый;подвесной мотор Ямаха F8cmh (60R);;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237151;;;;АН-1267;мотолодка, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1990;;;8.5;0;1.5;0;0;0;0;1;0;;0.6;0.32;;Бензиновый;YAMAHA 30HMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237169;02905017;;;Луч-7;"820 Т ""Самара""";Катер глиссер пригодный для перевозки пассажиров;Категория 3;Fleetphoto, Речной регистр;Самара;ООО «Самарская судоверфь»; Самара;;Астрахань  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2017;;;8.23;7.77;2.51;2.41;0;0;0;0;2.5;;1.03;0.66;;Бензиновый;Honda BF250A XU;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
237170;;;;АН-2994 (ЛР-240);Бударка 87, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2016;;;8.76;0;1.5;0;0;0;0;1.2;0;;0.625;0.225;;Бензиновый;подвесной мотор  Ямаха 9.9GMH (63VK);;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237172;;;;АН-3011 (ЛР-241);"б/п, лодка ""Казанка""";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1996;;;4.63;0;1.26;0;0;0;0;0.4;0.23;;0.675;0.38;;Бензиновый;подвесной мотор Ямаха 15FMH (684К);;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237173;;;;АН-3000(ЛР-242);"б/п, лодка "" Бударка""";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2002;;;8.5;0;1.8;0;3.7;0;0;1;0;;0.6;0.3;;Бензиновый;Tohhatsu М18У2 подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237176;201;;;Луч-71;А8/100;Маломерное амфибийное судно на воздушной подушке;КАТЕГОРИЯ 4;Речной регистр, Fleetphoto;;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Астрахань  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2009;;;7.03;8.02;2.5;3.1;15.6;0;0;0;2.31;;0.92;0.52;;Бензиновый;Toyota 2TR-FE;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
237179;;;;ЛР-247;лодка РБ-870М, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2017;;;8.76;0;1.5;0;0;0;0;1.5;0;;0.6;0;;Бензиновый;Yamaha 9,9 FMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237181;;;;ЛР-249;Астраханка-876, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2016;;;8.76;0;1.5;0;0;0;0;1.3;0;;0.55;0.35;;Бензиновый;Tohatsu-М18Е2;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237215;;;;А-26;Прагматик-610/1968;Моторная лодка;КАТЕГОРИЯ 3;Речной регистр;г.Электроугли;;;;;;;;;;;01.01.2016;;;6.1;0;2.2;0;0;0;0;0;1.29;;1.1;0.85;;Бензиновый;Yamaha F80DETL;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
237218;102-18;;;АН-3038 (ЛР-282);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.43;;Бензиновый;SUZUKI  DT155;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237219;;;;Корсар;Казанка 5М, модель 3;Моторная лодка, перевозка пассажиров;КАТЕГОРИЯ 3;Речной регистр;г.Казань;;;;;;;;;;;01.01.1990;;;4.6;0;1.6;0;0;0;0;0.4;0.19;;0.72;0.42;;Бензиновый;MERCURY;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237220;2938-14;;;Марина-70;Прагматик-540/2123;Моторная лодка;КАТЕГОРИЯ 3;Речной регистр;г.Электроугли;;;;;;;;;;;01.01.2009;;;5.4;0;2.07;0;0;0;0;0;0.98;;0.9;0.55;;Бензиновый;Yamaxa, F80AETL;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237221;;;;АН-3071 (ЛР-283);Астраханка-900Т,б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;YAMAHA 682 KS;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237222;;;;АН-3070 (ЛР-284);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;TOHATSU;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237223;;;;АН-3072 (ЛР-285);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237224;;;;АН-3068 (ЛР-286);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237226;;;;АН-3067 (ЛР-288);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2015;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237227;;;;АН-3066 (ЛР-289);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2015;;;9;9;1.4;1.4;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237228;;;;АН-3065 (ЛР-290);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2015;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;YAMAHA;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237229;519;;;АН-3086 (ЛР-291);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237230;527;;;АН-3091 (ЛР-292);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237231;522;;;АН-3087 (ЛР-293);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237232;521;;;АН-3085 (ЛР-294);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237233;518;;;АН-3088 (ЛР-295);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237234;525;;;АН-3084 (ЛР-296);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;Ямаха;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237235;526;;;АН-3090 (ЛР-297);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237236;520;;;АН-3089 (ЛР-298);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237237;532;;;АН-3097 (ЛР-299);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237238;523;;;АН-3082 (ЛР-300);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237239;517;;;АН-3081 (ЛР-301);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237240;530;;;АН-3099 (ЛР-302);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237241;528;;;АН-3083 (ЛР-303);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237242;524;;;АН-3080 (ЛР-304);бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237243;531;;;АН-3098 (ЛР-305);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237244;529;;;АН-3096 (ЛР-306);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237245;533;;;АН-3095 (ЛР-307);бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.4;0;0;0;0;1.2;0;;0.66;0.31;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237246;128-18;;;АН-3111 (ЛР-308);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237247;129-18;;;АН-3105 (ЛР-309);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237248;130-18;;;АН-3112 (ЛР-310);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237249;131-18;;;АН-3100 (ЛР-311);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237250;132-18;;;АН-3106 (ЛР-312);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237251;135-18;;;АН-3107 (ЛР-313);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237252;134-18;;;АН-3104 (ЛР-314);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237254;127-18;;;АН-3103 (ЛР-316);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237255;110-18;;;АН-3101 (ЛР-317);Астраханка-900Т,б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханец;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237256;137-18;;;АН-3110 (ЛР-318);Астраханка-900Т, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237260;159-18;;;АН-3092 (ЛР-323);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237261;126-18;;;АН-3102 (ЛР-324);Астраханка-900Т, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237271;AU-TRX12022M615;;;Квинтрекс-1;Квинтрекс-475/2124;Моторная лодка, перевозка пассажиров;КАТЕГОРИЯ 3;Речной регистр;г.Воронеж;;;;;;;;;;;01.01.2016;;;4.85;4.7;1.9;1.9;0;0;610;0.61;0.89;;0.98;0.57;;Бензиновый;Yamaha F60FET;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237298;;;;АН-3188 (ЛР-354);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2013;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;Ямаха 25;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237299;;;;АН-3199 (ЛР-355);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2010;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237300;;;;АН-3204 (ЛР-356);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2010;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237303;;;;АН-3190 (ЛР-359);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2010;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237304;;;;АН-3194 (ЛР-360);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2010;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237305;;;;АН-3202 (ЛР-361);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2011;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237306;;;;АН-3200 (ЛР-362);Бударка ДК, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2011;;;8.7;0;1.54;0;0;0;0;1;0;;0.55;0.35;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237307;;;;АН-3189 (ЛР-363);Yamaha, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2002;;;7.06;0;1.71;0;0;0;0;0.6;0;;0.72;0.5;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237308;;;;АН-3201 (ЛР-364);Jingsui Vacht, б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2009;;;6.2;0;2.25;0;0;0;0;0.85;0;;1.12;0.55;;Бензиновый;;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237314;;;;АН-3210 (ЛР-369);Астраханка-900Т, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237315;;;;АН-3209 (ЛР-370);Астраханка-900Т,б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237316;;;;АН-3208 (ЛР-371);Астраханка-900Т,б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;TOHATSU;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237317;;;;АН-3207 (ЛР-372);Астраханка-900Т,б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2018;;;9;0;1.5;0;0;0;0;1;0;;0.55;0.44;;Бензиновый;Меркурий;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237319;21036-30;;;А-8888;Прагматик-490/2128;Моторная лодка, предназначена для перевозки людей;КАТЕГОРИЯ 3;Речной регистр;г.Электроугли;;;;;;;;;;;01.01.2016;;;4.9;4.9;2.05;2.05;0;0;0;0.5;0.8;;0.9;0.6;;;;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237320;21215-06;;;А-777;Прагматик-480/2127;Моторная лодка, предназначена для перевозки людей;КАТЕГОРИЯ 3;Речной регистр;г.Электроугли;;;;;;;;;;;01.01.2012;;;4.8;4.8;2;2;0;0;0;0.5;0.8;;0.9;0.6;;;;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237332;;;;Белуга 800;Тунец-800/1507;Моторная лодка, предназначена для перевозки людей;КАТЕГОРИЯ 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2014;;;8;8;2.3;2.3;0;0;0;1;2;;1.1;0.55;;Бензиновый;;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
237333;21031-26;;;Осетр 610;Прагматик-610/1506;Моторная лодка, предназначена для перевозки людей;КАТЕГОРИЯ 3;Речной регистр;г.Электроугли;;;;;;;;;;;01.01.2010;;;6.1;6.1;2.27;2.27;0;0;0;0.7;1.29;;1.1;0.55;;Бензиновый;;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
237343;;;;КАТ 61-66;Бударка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1986;;;8.5;8.5;1.6;1.6;0;0;0;1;0;;0.5;0.15;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237393;;;;АН-3303 (ЛР-430);Волжанка 50, б/п;Рыбопромысловые;КАТЕГОРИЯ 4;Речной регистр;г.Самара;;;;;;;;;;;01.01.2019;;;5.05;5.05;2.1;2.1;0;0;0;0.45;0;;0.93;0.67;;Бензиновый;;;;;5;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237394;440 31 КО 11;;;ГЕОЛОГ 34;Мастер-440;Моторная лодка, предназначена для перевозки людей;КАТЕГОРИЯ 4;Речной регистр;"ОАО ""Адмиралтейские верфи"" г.Санкт-Петербург";;;;;;;;;;;01.01.2013;;;4.36;4.36;1.56;1.56;0;0;0;0;0.59;;0.55;0.37;;Бензиновый;Parsun T25BMS;;;;1;;;;3;;;;;;;0;;0;;;;0;0;;;;;
237395;;;;АН-2458;"моторная лодка ""Волжанка-600""";Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2013;;;6.05;6.05;1.65;1.65;0;0;0;0.6;0;;0.67;0.36;;Бензиновый;Ямаха 40ХW;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237403;;;;АН-2609;Бударка, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2013;;;9;9;1.4;1.4;0;0;0;1.2;0;;0.57;0.45;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237408;;;;Марина-34;Катамаран/2105;Маломерное судно катамаранного типа;КАТЕГОРИЯ 3;Речной регистр;г.Волгоград;;;;;;;;;;;01.01.2013;;;10.2;9.4;3.24;0.9;0;0;0.9;0;4.85;;1.13;0.69;;Бензиновый;мотор подвесной;;;;1;;;;11;;;;;;;0;;0;;;;0;5;;;;;
